bmf104;bmf177;bmf452;bmf527;bmf697;exp
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;False;False;True;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;True;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;True;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
True;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;True;False;True;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;True;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;True;False
False;False;False;False;False;False
False;True;True;False;False;False
False;True;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
True;False;True;False;False;False
False;False;True;False;False;False
True;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;True;False;False;False;False
False;True;True;False;False;False
False;True;True;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
True;False;True;False;False;False
False;False;False;True;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;True;False
False;False;True;False;False;False
False;False;False;False;False;False
False;True;True;False;False;False
False;False;False;False;False;False
False;False;True;True;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
True;False;False;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
True;False;False;False;True;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;True;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
True;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;True;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;True;True;True;False;False
False;False;False;False;False;False
False;True;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
True;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;True;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;True;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;True;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;True;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
True;False;False;False;False;False
False;False;True;False;False;False
False;True;False;True;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;True;False;True;False;False
True;True;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;True;True;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;True;False;False;False;False
False;False;False;False;True;False
False;False;False;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;True;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
True;False;False;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
True;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;False;True;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;True;False;False;False;False
False;False;True;False;False;False
False;False;True;True;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;True;False;False
False;False;False;False;False;False
False;False;True;False;False;False
True;False;False;False;True;False
False;False;False;False;False;False
False;False;True;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;True;True;False;False;False
False;False;True;False;False;False
True;False;True;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;True;False;False;False;False
False;False;False;False;True;False
False;False;False;False;False;False
True;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;False;True;False;False;False
False;False;True;False;False;False
False;False;False;False;False;False
False;True;False;False;False;False
False;True;False;False;False;False
False;False;False;False;False;False
